file_name,text,bin_category,normalized_length
/drive/MyDrive/Comp 542/IAM/words/l04/l04-020/l04-020-03-01.png,her,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/p03/p03-033/p03-033-01-09.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g04/g04-017/g04-017-03-01.png,broke,short,0.5
/drive/MyDrive/Comp 542/IAM/words/c03/c03-003c/c03-003c-08-06.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a04/a04-047/a04-047-01-07.png,said,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/a06/a06-075/a06-075-06-07.png,out,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-047e/g06-047e-02-04.png,human,short,0.5
/drive/MyDrive/Comp 542/IAM/words/e06/e06-049/e06-049-03-05.png,fish,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/a01/a01-087/a01-087-08-00.png,always,short,0.625
/drive/MyDrive/Comp 542/IAM/words/l01/l01-050/l01-050-06-01.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/f07/f07-024b/f07-024b-04-01.png,was,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c03/c03-000c/c03-000c-04-05.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a06/a06-039/a06-039-02-04.png,"""",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/c04/c04-116/c04-116-01-18.png,hits,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/n06/n06-133/n06-133-03-04.png,you,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b04/b04-195/b04-195-00-05.png,on,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/j06/j06-018/j06-018-04-00.png,genera,short,0.625
/drive/MyDrive/Comp 542/IAM/words/r02/r02-006/r02-006-04-05.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/j04/j04-076/j04-076-00-09.png,have,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/m01/m01-121/m01-121-06-01.png,have,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011e/g06-011e-00-07.png,still,short,0.5
/drive/MyDrive/Comp 542/IAM/words/h07/h07-017/h07-017-01-03.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-018o/g06-018o-03-08.png,but,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/l01/l01-179/l01-179-05-04.png,screams,short,0.75
/drive/MyDrive/Comp 542/IAM/words/g06/g06-093/g06-093-00-04.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/m01/m01-110/m01-110-05-00.png,move,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/f02/f02-040/f02-040-09-02.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011a/g06-011a-00-01.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/d05/d05-040/d05-040-05-06.png,most,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g04/g04-022/g04-022-02-09.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/c03/c03-016c/c03-016c-06-00.png,herself,short,0.75
/drive/MyDrive/Comp 542/IAM/words/e06/e06-030/e06-030-03-00.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/a05/a05-094/a05-094-02-09.png,"""",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g03/g03-052/g03-052-10-06.png,fight,short,0.5
/drive/MyDrive/Comp 542/IAM/words/h07/h07-033a/h07-033a-06-07.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/c06/c06-039/c06-039-01-03.png,Day,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/p02/p02-155/p02-155-00-05.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/c06/c06-043/c06-043-03-03.png,return,short,0.625
/drive/MyDrive/Comp 542/IAM/words/e07/e07-090/e07-090-06-08.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-031r/g06-031r-00-03.png,frightful,short,1.0
/drive/MyDrive/Comp 542/IAM/words/f04/f04-046/f04-046-03-06.png,Camp,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/c03/c03-081a/c03-081a-02-00.png,for,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-018j/g06-018j-06-05.png,damp,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/k07/k07-146/k07-146-07-07.png,I,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-018b/g06-018b-00-06.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/b04/b04-060/b04-060-00-06.png,British,short,0.75
/drive/MyDrive/Comp 542/IAM/words/d06/d06-104/d06-104-09-00.png,would,short,0.5
/drive/MyDrive/Comp 542/IAM/words/g03/g03-049/g03-049-01-05.png,got,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a01/a01-014/a01-014-05-03.png,through,short,0.75
/drive/MyDrive/Comp 542/IAM/words/c04/c04-122/c04-122-05-00.png,with,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/a01/a01-087u/a01-087u-02-01.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/h07/h07-040b/h07-040b-09-07.png,areas,short,0.5
/drive/MyDrive/Comp 542/IAM/words/g06/g06-026k/g06-026k-00-02.png,life,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-050g/g06-050g-01-09.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/k07/k07-146/k07-146-02-04.png,guest,short,0.5
/drive/MyDrive/Comp 542/IAM/words/p03/p03-189/p03-189-01-01.png,often,short,0.5
/drive/MyDrive/Comp 542/IAM/words/e06/e06-033/e06-033-04-05.png,tide,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/l01/l01-179/l01-179-06-05.png,soon,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/p06/p06-104/p06-104-00-04.png,he,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/m04/m04-209/m04-209-02-05.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/f07/f07-084b/f07-084b-01-09.png,it,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/c03/c03-094d/c03-094d-04-07.png,Mr.,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-050i/g06-050i-00-04.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/m06/m06-042/m06-042-02-10.png,humans,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g03/g03-032/g03-032-06-02.png,when,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g04/g04-098/g04-098-03-03.png,been,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/c03/c03-096d/c03-096d-03-03.png,author,short,0.625
/drive/MyDrive/Comp 542/IAM/words/h02/h02-019/h02-019-06-05.png,6,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a03/a03-047/a03-047-09-06.png,sewage,short,0.625
/drive/MyDrive/Comp 542/IAM/words/l04/l04-043/l04-043-06-00.png,',very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a01/a01-038x/a01-038x-08-03.png,Roy's,short,0.5
/drive/MyDrive/Comp 542/IAM/words/e01/e01-032/e01-032-04-04.png,or,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-045d/g06-045d-01-07.png,advise,short,0.625
/drive/MyDrive/Comp 542/IAM/words/p03/p03-173/p03-173-01-02.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011r/g06-011r-07-04.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/f02/f02-033/f02-033-00-00.png,The,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b06/b06-019/b06-019-05-04.png,West,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/f07/f07-021b/f07-021b-06-05.png,his,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/p03/p03-069/p03-069-00-01.png,after,short,0.5
/drive/MyDrive/Comp 542/IAM/words/n06/n06-148/n06-148-04-03.png,wearing,short,0.75
/drive/MyDrive/Comp 542/IAM/words/l01/l01-143/l01-143-00-04.png,found,short,0.5
/drive/MyDrive/Comp 542/IAM/words/e01/e01-014/e01-014-06-06.png,',very short,0.0
/drive/MyDrive/Comp 542/IAM/words/l03/l03-004/l03-004-06-05.png,was,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/j06/j06-051/j06-051-02-04.png,dawn,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/c02/c02-022/c02-022-06-07.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a04/a04-015/a04-015-07-01.png,developed,short,1.0
/drive/MyDrive/Comp 542/IAM/words/c04/c04-105/c04-105-06-00.png,record,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g06/g06-105/g06-105-05-02.png,he,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/a03/a03-080/a03-080-06-04.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/n02/n02-054/n02-054-06-02.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/m01/m01-012/m01-012-05-07.png,un-,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b01/b01-113/b01-113-03-00.png,he,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/r02/r02-089/r02-089-10-02.png,Greppes,short,0.75
/drive/MyDrive/Comp 542/IAM/words/a06/a06-014/a06-014-07-03.png,Communist,short,1.0
/drive/MyDrive/Comp 542/IAM/words/a05/a05-009/a05-009-00-06.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/j06/j06-030/j06-030-09-03.png,are,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b01/b01-053/b01-053-05-03.png,nations,short,0.75
/drive/MyDrive/Comp 542/IAM/words/m02/m02-059/m02-059-01-04.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/b06/b06-056/b06-056-04-02.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/a03/a03-050/a03-050-03-00.png,between,short,0.75
/drive/MyDrive/Comp 542/IAM/words/g03/g03-000/g03-000-09-00.png,ways,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/j07/j07-012/j07-012-05-02.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a01/a01-026u/a01-026u-02-02.png,been,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/d06/d06-096/d06-096-02-07.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/n02/n02-040/n02-040-05-02.png,Balicou,short,0.75
/drive/MyDrive/Comp 542/IAM/words/a03/a03-043/a03-043-04-09.png,Mr.,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/k02/k02-053/k02-053-05-03.png,around,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g07/g07-026b/g07-026b-06-06.png,animosity,short,1.0
/drive/MyDrive/Comp 542/IAM/words/b06/b06-097/b06-097-00-02.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/c04/c04-050/c04-050-05-09.png,It,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/h07/h07-075/h07-075-07-03.png,behind,short,0.625
/drive/MyDrive/Comp 542/IAM/words/a01/a01-082u/a01-082u-02-05.png,claimed,short,0.75
/drive/MyDrive/Comp 542/IAM/words/c03/c03-003e/c03-003e-01-07.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/n04/n04-209/n04-209-02-05.png,Harry,short,0.5
/drive/MyDrive/Comp 542/IAM/words/j01/j01-066/j01-066-02-06.png,out,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-045b/g06-045b-02-03.png,written,short,0.75
/drive/MyDrive/Comp 542/IAM/words/b06/b06-100/b06-100-06-06.png,per-,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/l01/l01-195/l01-195-01-04.png,Pete,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/f04/f04-079/f04-079-03-01.png,which,short,0.5
/drive/MyDrive/Comp 542/IAM/words/d04/d04-021/d04-021-01-08.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a01/a01-007x/a01-007x-01-03.png,created,short,0.75
/drive/MyDrive/Comp 542/IAM/words/h07/h07-025/h07-025-03-04.png,are,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/f01/f01-075/f01-075-09-02.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-045m/g06-045m-03-01.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/d04/d04-125/d04-125-00-08.png,God,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/h05/h05-012/h05-012-06-04.png,out,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b05/b05-079/b05-079-00-00.png,This,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-042d/g06-042d-04-01.png,as,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/k02/k02-102/k02-102-01-07.png,I,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a04/a04-019/a04-019-01-10.png,ceasefire,short,1.0
/drive/MyDrive/Comp 542/IAM/words/p03/p03-189/p03-189-03-04.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/f07/f07-096/f07-096-00-11.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/n04/n04-068/n04-068-02-10.png,he,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/d05/d05-040/d05-040-01-02.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a05/a05-062/a05-062-06-03.png,war,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-018g/g06-018g-01-08.png,winter,short,0.625
/drive/MyDrive/Comp 542/IAM/words/f04/f04-100/f04-100-09-05.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-018a/g06-018a-06-01.png,much,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/c06/c06-080/c06-080-05-07.png,it,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011m/g06-011m-00-03.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g07/g07-077a/g07-077a-06-04.png,all,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g04/g04-014/g04-014-01-02.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g01/g01-012/g01-012-04-03.png,also,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/e06/e06-021/e06-021-06-02.png,southerly,short,1.0
/drive/MyDrive/Comp 542/IAM/words/a01/a01-128u/a01-128u-00-04.png,down,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-047e/g06-047e-01-01.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011o/g06-011o-00-08.png,delighted,short,1.0
/drive/MyDrive/Comp 542/IAM/words/a03/a03-040/a03-040-01-08.png,time,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/l04/l04-034/l04-034-07-04.png,'re,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c04/c04-165/c04-165-06-02.png,covered,short,0.75
/drive/MyDrive/Comp 542/IAM/words/l01/l01-133/l01-133-02-02.png,plump,short,0.5
/drive/MyDrive/Comp 542/IAM/words/n04/n04-218/n04-218-05-07.png,visited,short,0.75
/drive/MyDrive/Comp 542/IAM/words/g02/g02-065/g02-065-02-02.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/l04/l04-000/l04-000-02-08.png,lifted,short,0.625
/drive/MyDrive/Comp 542/IAM/words/d03/d03-112/d03-112-05-04.png,but,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/h02/h02-035/h02-035-02-01.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/l03/l03-004/l03-004-04-02.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/e07/e07-072/e07-072-06-03.png,are,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/d05/d05-030/d05-030-07-01.png,James,short,0.5
/drive/MyDrive/Comp 542/IAM/words/k03/k03-144/k03-144-07-04.png,',very short,0.0
/drive/MyDrive/Comp 542/IAM/words/h02/h02-012/h02-012-07-01.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/e06/e06-049/e06-049-03-04.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c02/c02-012/c02-012-06-01.png,as,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-050a/g06-050a-03-03.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/b02/b02-035/b02-035-10-05.png,revision,short,0.875
/drive/MyDrive/Comp 542/IAM/words/f04/f04-046/f04-046-03-04.png,by,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/a05/a05-069/a05-069-07-06.png,British,short,0.75
/drive/MyDrive/Comp 542/IAM/words/b03/b03-087/b03-087-04-03.png,extra,short,0.5
/drive/MyDrive/Comp 542/IAM/words/l04/l04-005/l04-005-02-02.png,hardly,short,0.625
/drive/MyDrive/Comp 542/IAM/words/j04/j04-053/j04-053-02-07.png,water,short,0.5
/drive/MyDrive/Comp 542/IAM/words/m03/m03-114/m03-114-08-04.png,with,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011j/g06-011j-01-01.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a01/a01-107/a01-107-04-11.png,do,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/l07/l07-172/l07-172-02-08.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/b02/b02-035/b02-035-03-03.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-031o/g06-031o-02-01.png,am,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/c02/c02-056/c02-056-04-08.png,much,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/e06/e06-030/e06-030-04-08.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/p03/p03-173/p03-173-07-01.png,kissed,short,0.625
/drive/MyDrive/Comp 542/IAM/words/c03/c03-021a/c03-021a-05-03.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/f07/f07-024a/f07-024a-01-05.png,by,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-050m/g06-050m-04-02.png,that,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/p02/p02-008/p02-008-00-02.png,out,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b06/b06-110/b06-110-06-06.png,for,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/l04/l04-043/l04-043-01-02.png,no,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/j04/j04-035/j04-035-03-02.png,weighed,short,0.75
/drive/MyDrive/Comp 542/IAM/words/m02/m02-080/m02-080-08-07.png,seriously,short,1.0
/drive/MyDrive/Comp 542/IAM/words/g01/g01-000/g01-000-01-01.png,in,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/d06/d06-096/d06-096-01-03.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/e01/e01-092/e01-092-07-03.png,is,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g04/g04-098/g04-098-03-06.png,first,short,0.5
/drive/MyDrive/Comp 542/IAM/words/h01/h01-024/h01-024-00-07.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/b06/b06-023/b06-023-07-00.png,(,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/b02/b02-097/b02-097-00-10.png,"""",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/m04/m04-000/m04-000-00-03.png,ever,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-037k/g06-037k-05-04.png,his,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/p06/p06-058/p06-058-07-01.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-026g/g06-026g-03-06.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-037m/g06-037m-03-09.png,Naples,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g06/g06-045l/g06-045l-02-11.png,being,short,0.5
/drive/MyDrive/Comp 542/IAM/words/l07/l07-118/l07-118-05-03.png,sound,short,0.5
/drive/MyDrive/Comp 542/IAM/words/d07/d07-102/d07-102-06-04.png,R.,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/r06/r06-137/r06-137-01-01.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/n06/n06-148/n06-148-00-05.png,down,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/c03/c03-007b/c03-007b-04-02.png,strewn,short,0.625
/drive/MyDrive/Comp 542/IAM/words/c06/c06-027/c06-027-03-06.png,past,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/k07/k07-063a/k07-063a-05-04.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/f04/f04-096/f04-096-06-03.png,train,short,0.5
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011a/g06-011a-09-02.png,eye,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/j01/j01-045/j01-045-03-03.png,from,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/l04/l04-026/l04-026-04-11.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/b04/b04-128/b04-128-03-07.png,that,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/b01/b01-014/b01-014-04-03.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/l07/l07-135/l07-135-00-07.png,Clive,short,0.5
/drive/MyDrive/Comp 542/IAM/words/k04/k04-079/k04-079-10-04.png,chaplet,short,0.75
/drive/MyDrive/Comp 542/IAM/words/r02/r02-117/r02-117-03-04.png,irritable,short,1.0
/drive/MyDrive/Comp 542/IAM/words/f04/f04-053/f04-053-01-08.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-109/g06-109-01-01.png,...,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c03/c03-081b/c03-081b-05-06.png,brief,short,0.5
/drive/MyDrive/Comp 542/IAM/words/f07/f07-028b/f07-028b-01-03.png,fireproof,short,1.0
/drive/MyDrive/Comp 542/IAM/words/a03/a03-066/a03-066-06-08.png,prepared,short,0.875
/drive/MyDrive/Comp 542/IAM/words/e06/e06-049/e06-049-04-04.png,footrope,short,0.875
/drive/MyDrive/Comp 542/IAM/words/d04/d04-050/d04-050-02-06.png,personal,short,0.875
/drive/MyDrive/Comp 542/IAM/words/p03/p03-096/p03-096-03-02.png,"""",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/m01/m01-079/m01-079-03-05.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/r06/r06-130/r06-130-06-02.png,at,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-047j/g06-047j-03-06.png,',very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g05/g05-098/g05-098-03-13.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/b05/b05-098/b05-098-01-00.png,Angel,short,0.5
/drive/MyDrive/Comp 542/IAM/words/l04/l04-159/l04-159-08-07.png,dead,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-018o/g06-018o-04-02.png,Arthur,short,0.625
/drive/MyDrive/Comp 542/IAM/words/k04/k04-079/k04-079-05-06.png,life,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-050k/g06-050k-05-03.png,man,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g01/g01-034/g01-034-06-04.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g04/g04-039/g04-039-01-07.png,suitable,short,0.875
/drive/MyDrive/Comp 542/IAM/words/b01/b01-079/b01-079-02-05.png,nations,short,0.75
/drive/MyDrive/Comp 542/IAM/words/m01/m01-160/m01-160-02-03.png,behind,short,0.625
/drive/MyDrive/Comp 542/IAM/words/f07/f07-039b/f07-039b-06-03.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c06/c06-076/c06-076-06-07.png,gets,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/p01/p01-155/p01-155-02-08.png,malformed,short,1.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-031c/g06-031c-05-00.png,that,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/f07/f07-073/f07-073-09-00.png,streaks,short,0.75
/drive/MyDrive/Comp 542/IAM/words/c04/c04-023/c04-023-02-07.png,is,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/m01/m01-038/m01-038-03-03.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/r02/r02-081/r02-081-06-02.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/d06/d06-096/d06-096-04-00.png,commerce,short,0.875
/drive/MyDrive/Comp 542/IAM/words/m04/m04-190/m04-190-03-00.png,remained,short,0.875
/drive/MyDrive/Comp 542/IAM/words/h06/h06-089/h06-089-03-04.png,then,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/c06/c06-027/c06-027-03-04.png,over,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/m03/m03-110/m03-110-08-04.png,more,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/f04/f04-007/f04-007-02-05.png,violent,short,0.75
/drive/MyDrive/Comp 542/IAM/words/b01/b01-136/b01-136-05-05.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/n03/n03-091/n03-091-01-06.png,Him,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b04/b04-004/b04-004-04-01.png,has,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/e02/e02-025/e02-025-02-04.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/j07/j07-009/j07-009-07-00.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/d07/d07-100/d07-100-02-03.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/f07/f07-101a/f07-101a-07-03.png,OF,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/b05/b05-017/b05-017-03-02.png,I,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-031a/g06-031a-00-05.png,!,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/c03/c03-000c/c03-000c-02-05.png,been,very short,0.375
